claim,source,word_count,has_numbers,has_exclamation,has_question,credibility_keyword_count,misinfo_keyword_count,label,label_text
Doctors don't want you to know that Depression is just sadness and can be cured by thinking positively.,WhatsApp message,18,0,0,0,1,1,1,misinformation
Research confirms that Chemotherapy works by targeting rapidly dividing cancer cells.,NHS,11,0,0,0,1,0,0,credible
Health experts state that Walking is a low-impact exercise suitable for most age groups.,NHS,14,0,0,0,1,0,0,credible
BREAKING: People with diabetes should fast for 3 days to reset their pancreas.,Anonymous forum,13,1,0,0,0,0,1,misinformation
Medical evidence indicates that Some cancers are linked to viral infections such as HPV and hepatitis B.,WebMD,17,0,0,0,1,0,0,credible
Medical evidence indicates that HbA1c tests measure average blood sugar levels over the past 2-3 months.,CDC,16,1,0,0,1,0,0,credible
Medical evidence indicates that Antidepressants work by affecting neurotransmitter levels in the brain.,WebMD,13,0,0,0,1,0,0,credible
Medical evidence indicates that COVID-19 booster doses help maintain protection as immunity wanes over time.,NEJM,15,1,0,0,1,0,0,credible
Share before deleted: The human body heals itself from all diseases without any medical intervention.,TikTok video,15,0,0,0,0,0,1,misinformation
Studies show that Atrial fibrillation increases the risk of stroke and requires management.,NHS,13,0,0,0,1,0,0,credible
Clinical trials show that Vaccine side effects like mild fever and soreness are normal immune responses.,NEJM,16,0,0,0,2,0,0,credible
Research confirms that Insulin therapy is required for most people with type 1 diabetes.,WebMD,14,1,0,0,1,0,0,credible
Doctors don't want you to know that The COVID-19 mRNA vaccine permanently alters your DNA.,Blog post,15,1,0,0,1,0,1,misinformation
"Medical evidence indicates that The MMR vaccine protects against measles, mumps, and rubella.",NEJM,13,0,0,0,1,0,0,credible
Share before deleted: The flu vaccine gives you the flu every time you take it.,Email chain,15,0,0,0,0,0,1,misinformation
Doctors don't want you to know that Mental health therapy is ineffective and a waste of money.,Twitter post,17,0,0,0,1,0,1,misinformation
Shocking truth: Activated charcoal removes all toxins from your blood.,Anonymous forum,10,0,0,0,0,2,1,misinformation
Share before deleted: Vaccines cause more deaths than the diseases they prevent.,WhatsApp message,12,0,0,0,0,0,1,misinformation
Secret cure: Eating raw garlic every day cures hypertension completely without medication.,Instagram reel,12,0,0,0,0,2,1,misinformation
Studies show that Walking is a low-impact exercise suitable for most age groups.,NIH,13,0,0,0,0,0,0,credible
Shocking truth: Natural immunity is always superior to vaccine-induced immunity for all diseases.,Instagram reel,13,0,0,0,0,2,1,misinformation
Childhood vaccines follow a schedule recommended by pediatric health authorities.,Lancet,10,0,0,0,0,0,0,credible
Mental health conditions are not a sign of weakness and are common worldwide.,NIH,13,0,0,0,0,0,0,credible
Secret cure: Wearing a face mask causes dangerous oxygen deprivation.,Instagram reel,10,0,0,0,0,2,1,misinformation
BREAKING: Doctors hide cancer cures to keep pharmaceutical profits high.,Telegram channel,10,0,0,0,1,1,1,misinformation
Research confirms that Mammograms are used to screen for breast cancer in women over 40.,PubMed,15,1,0,0,1,0,0,credible
Doctors don't want you to know that Eating certain seeds kills cancer cells more effectively than chemotherapy.,Instagram reel,17,0,0,0,1,0,1,misinformation
Shocking truth: Heart disease is entirely genetic and lifestyle changes have no impact.,Blog post,13,0,0,0,0,2,1,misinformation
Type 2 diabetes is only caused by consuming too much refined sugar.,Telegram channel,12,1,0,0,0,0,1,misinformation
Research confirms that The polio vaccine has nearly eradicated polio worldwide.,NEJM,11,0,0,0,1,0,0,credible
Doctors don't want you to know that Antibiotics can cure the common cold and flu effectively.,Anonymous forum,16,0,0,0,1,1,1,misinformation
Research confirms that Atrial fibrillation increases the risk of stroke and requires management.,WHO,13,0,0,0,2,0,0,credible
Share before deleted: A coffee enema cures stage 4 cancer more effectively than standard treatment.,TikTok video,15,1,0,0,0,1,1,misinformation
Clinical trials show that Excessive sugar consumption is linked to increased risk of type 2 diabetes.,NHS,16,1,0,0,2,0,0,credible
Studies show that Immunotherapy helps the immune system recognize and fight cancer cells.,NIH,13,0,0,0,0,0,0,credible
Share before deleted: Mental health therapy is ineffective and a waste of money.,TikTok video,13,0,0,0,0,0,1,misinformation
Shocking truth: Alkaline water cures cancer by changing your body's pH.,TikTok video,11,0,0,0,0,3,1,misinformation
Share before deleted: Cinnamon alone can replace insulin for people with type 1 diabetes.,Blog post,14,1,0,0,0,0,1,misinformation
Health experts state that Plant-based diets have been associated with lower rates of heart disease.,NEJM,15,0,0,0,1,0,0,credible
Medical evidence indicates that Regular exercise is associated with lower rates of depression and anxiety.,WebMD,15,0,0,0,1,0,0,credible
Share before deleted: High cholesterol is a myth invented by pharmaceutical companies.,TikTok video,12,0,0,0,0,0,1,misinformation
Sexually transmitted infections can be prevented using barrier methods.,CDC,9,0,0,0,0,0,0,credible
Medical evidence indicates that Tdap booster is recommended every 10 years for adults to maintain tetanus immunity.,NEJM,17,1,0,0,1,0,0,credible
Studies show that Coronary artery disease is caused by plaque buildup in the arteries.,BMJ,14,0,0,0,0,0,0,credible
Medical evidence indicates that COVID-19 vaccines have been tested in large clinical trials involving tens of thousands of participants.,Mayo Clinic,19,1,0,0,3,0,0,credible
Secret cure: Eating too much sugar directly causes type 1 diabetes.,WhatsApp message,11,1,0,0,0,2,1,misinformation
Secret cure: The human body heals itself from all diseases without any medical intervention.,Email chain,14,0,0,0,0,2,1,misinformation
Secret cure: Magnet therapy can reverse heart disease effectively.,WhatsApp message,9,0,0,0,0,2,1,misinformation
Scientists suppressed this: Vaccines are filled with harmful toxins that damage your immune system permanently.,YouTube video,15,0,0,0,0,1,1,misinformation
"According to doctors, Sleep deprivation negatively affects cognitive function and mood.",NHS,11,0,0,0,1,0,0,credible
Scientists suppressed this: Schizophrenia is caused by watching too much television.,Twitter post,11,0,0,0,0,1,1,misinformation
Doctors don't want you to know that Baking soda cures cancer by making the body alkaline.,Twitter post,16,0,0,0,1,1,1,misinformation
Medical evidence indicates that Flu vaccines are reformulated each year to match circulating strains.,Mayo Clinic,14,0,0,0,1,0,0,credible
Eating only apricot seeds provides the best natural cure for cancer.,Twitter post,11,0,0,0,0,1,1,misinformation
Studies show that Type 1 diabetes is an autoimmune condition where the pancreas produces little insulin.,Mayo Clinic,16,1,0,0,0,0,0,credible
Health experts state that Sun exposure and UV radiation increase the risk of skin cancer.,NIH,15,0,0,0,1,0,0,credible
Health experts state that Mammograms are used to screen for breast cancer in women over 40.,WHO,16,1,0,0,1,0,0,credible
Share before deleted: Children with autism are just spoiled and need better discipline.,Facebook post,13,0,0,0,0,0,1,misinformation
The polio vaccine has nearly eradicated polio worldwide.,PubMed,8,0,0,0,0,0,0,credible
BREAKING: Chemotherapy kills more people than cancer itself.,Instagram reel,8,0,0,0,0,0,1,misinformation
Studies show that Aspirin therapy may be recommended for certain high-risk individuals to prevent heart attacks.,WHO,16,0,0,0,0,0,0,credible
Studies show that Depression is a medical condition that can be treated with therapy and medication.,BMJ,16,0,0,0,0,0,0,credible
BREAKING: Hand sanitizers cause antibiotic resistance in viruses.,TikTok video,8,0,0,0,0,0,1,misinformation
Shocking truth: Chemotherapy kills more people than cancer itself.,Anonymous forum,9,0,0,0,0,2,1,misinformation
Hepatitis C can now be cured with direct-acting antiviral medications.,BMJ,10,0,0,0,0,1,0,credible
"According to doctors, HbA1c tests measure average blood sugar levels over the past 2-3 months.",NIH,15,1,0,0,1,0,0,credible
"Health experts state that The MMR vaccine protects against measles, mumps, and rubella.",NEJM,13,0,0,0,1,0,0,credible
Secret cure: Doctors hide cancer cures to keep pharmaceutical profits high.,YouTube video,11,0,0,0,1,2,1,misinformation
Health experts state that Insulin therapy is required for most people with type 1 diabetes.,NIH,15,1,0,0,1,0,0,credible
Shocking truth: Tuberculosis can be cured completely by sunbathing for two weeks.,Instagram reel,12,0,0,0,0,3,1,misinformation
Doctors don't want you to know that Schizophrenia is caused by watching too much television.,Blog post,15,0,0,0,1,0,1,misinformation
Shocking truth: Baking soda cures cancer by making the body alkaline.,YouTube video,11,0,0,0,0,3,1,misinformation
HIV does not cause AIDS according to many scientists.,Telegram channel,9,0,0,0,0,0,1,misinformation
"Research confirms that HIV is transmitted through blood, sexual contact, and from mother to child during birth.",Mayo Clinic,17,0,0,0,1,0,0,credible
Clinical trials show that A Mediterranean diet is associated with reduced risk of heart disease.,NHS,15,0,0,0,2,0,0,credible
"Health experts state that Smoking cessation reduces risk of lung cancer, heart disease, and stroke.",NEJM,15,0,0,0,1,0,0,credible
COVID-19 vaccines have been tested in large clinical trials involving tens of thousands of participants.,BMJ,15,1,0,0,2,0,0,credible
Doctors don't want you to know that Coconut oil reverses Alzheimer's disease within weeks.,Telegram channel,14,0,0,0,1,0,1,misinformation
Research confirms that Antidepressants work by affecting neurotransmitter levels in the brain.,WHO,12,0,0,0,1,0,0,credible
Spot reduction of fat is possible through targeted exercises.,Blog post,9,0,0,0,0,0,1,misinformation
Scientists suppressed this: Wearing a face mask causes dangerous oxygen deprivation.,WhatsApp message,11,0,0,0,0,1,1,misinformation
Colorectal cancer screening via colonoscopy is recommended starting at age 45.,WebMD,11,1,0,0,0,0,0,credible
"According to doctors, Calcium and vitamin D are important for bone health.",WHO,12,0,0,0,1,0,0,credible
Cognitive behavioral therapy is an evidence-based treatment for anxiety disorders.,NHS,10,0,0,0,1,0,0,credible
"According to doctors, Genetic factors can increase predisposition to certain diseases.",NHS,11,0,0,0,1,0,0,credible
Scientists suppressed this: Muscle can turn to fat if you stop exercising regularly.,Email chain,13,0,0,0,0,1,1,misinformation
Sugar causes cancer directly and cutting it starves cancer cells.,Instagram reel,10,0,0,0,0,0,1,misinformation
Post-traumatic stress disorder can develop after exposure to traumatic events.,Lancet,10,0,0,0,0,0,0,credible
Studies show that Strength training helps maintain muscle mass as people age.,WHO,12,0,0,0,0,0,0,credible
The hepatitis B vaccine is given to newborns to prevent chronic infection.,Lancet,12,0,0,0,0,0,0,credible
Scientists suppressed this: Blood pressure medication causes kidney failure in all long-term users.,Telegram channel,13,0,0,0,0,1,1,misinformation
Secret cure: 5G towers caused the COVID-19 pandemic by weakening immune systems.,Telegram channel,12,1,0,0,0,2,1,misinformation
Share before deleted: The moon cycle directly controls human hormones and disease patterns.,Anonymous forum,13,0,0,0,0,0,1,misinformation
Research confirms that Fiber from whole grains and vegetables supports digestive health.,WebMD,12,0,0,0,1,0,0,credible
Antidepressants are addictive and make mental health permanently worse.,Email chain,9,0,0,0,0,0,1,misinformation
Studies show that Insulin therapy is required for most people with type 1 diabetes.,NHS,14,1,0,0,0,0,0,credible
Research confirms that Blood pressure should be measured regularly as hypertension often has no symptoms.,WebMD,15,0,0,0,1,0,0,credible
High-intensity interval training can improve cardiovascular fitness efficiently.,NEJM,8,0,0,0,0,0,0,credible
Secret cure: All pharmaceutical drugs are poison and natural remedies are always safer.,Email chain,13,0,0,0,0,3,1,misinformation
Shocking truth: Fluoride in water causes brain damage and is used to control populations.,Telegram channel,14,0,0,0,0,2,1,misinformation
Insulin therapy causes obesity and makes diabetes worse in the long run.,Twitter post,12,0,0,0,0,0,1,misinformation
Research confirms that Cognitive behavioral therapy is an evidence-based treatment for anxiety disorders.,BMJ,13,0,0,0,2,0,0,credible
Eating too much sugar directly causes type 1 diabetes.,Blog post,9,1,0,0,0,0,1,misinformation
Colloidal silver is a natural antibiotic better than prescribed antibiotics.,Anonymous forum,10,0,0,0,0,0,1,misinformation
Studies show that Chemotherapy works by targeting rapidly dividing cancer cells.,Lancet,11,0,0,0,0,0,0,credible
Shocking truth: Anger has no relationship with heart attack risk.,Blog post,10,0,0,0,0,2,1,misinformation
Research confirms that COVID-19 vaccines have been tested in large clinical trials involving tens of thousands of participants.,WebMD,18,1,0,0,3,0,0,credible
Health experts state that Depression is a medical condition that can be treated with therapy and medication.,NIH,17,0,0,0,1,0,0,credible
"According to doctors, Omega-3 fatty acids found in fish support heart health.",BMJ,12,1,0,0,1,0,0,credible
Health experts state that Iron-rich foods like spinach and legumes help prevent anemia.,Mayo Clinic,13,0,0,0,1,0,0,credible
Scientists suppressed this: The human body heals itself from all diseases without any medical intervention.,Facebook post,15,0,0,0,0,1,1,misinformation
BREAKING: All pharmaceutical drugs are poison and natural remedies are always safer.,TikTok video,12,0,0,0,0,1,1,misinformation
Secret cure: Type 2 diabetes can always be completely reversed in 30 days with supplements.,Blog post,15,1,0,0,0,2,1,misinformation
Research confirms that COVID-19 spreads primarily through respiratory droplets and aerosols.,Lancet,11,1,0,0,1,0,0,credible
Research confirms that A low-glycemic diet can help manage blood sugar levels in diabetics.,PubMed,14,0,0,0,1,0,0,credible
Health experts state that Tdap booster is recommended every 10 years for adults to maintain tetanus immunity.,WHO,17,1,0,0,1,0,0,credible
Adequate sleep of 7-9 hours per night is important for adults' health.,BMJ,12,1,0,0,0,0,0,credible
Doctors don't want you to know that Anger has no relationship with heart attack risk.,WhatsApp message,15,0,0,0,1,0,1,misinformation
Scientists suppressed this: Hand sanitizers cause antibiotic resistance in viruses.,Email chain,10,0,0,0,0,1,1,misinformation
Shocking truth: The human body heals itself from all diseases without any medical intervention.,Blog post,14,0,0,0,0,2,1,misinformation
Detox teas remove toxins from your liver better than any medical treatment.,Instagram reel,12,0,0,0,0,1,1,misinformation
Research confirms that Heart failure means the heart cannot pump blood as efficiently as needed.,WHO,15,0,0,0,1,0,0,credible
Clinical trials show that Some cancers are linked to viral infections such as HPV and hepatitis B.,NEJM,17,0,0,0,2,0,0,credible
Studies show that Weight loss can significantly improve blood sugar control in type 2 diabetes.,Mayo Clinic,15,1,0,0,0,0,0,credible
Secret cure: Sleeping with your head pointing north causes brain damage.,Instagram reel,11,0,0,0,0,2,1,misinformation
Shocking truth: Cinnamon alone can replace insulin for people with type 1 diabetes.,Email chain,13,1,0,0,0,2,1,misinformation
"Share before deleted: A gluten-free diet improves health for everyone, not just celiac patients.",YouTube video,14,0,0,0,0,0,1,misinformation
Share before deleted: Drinking okra water overnight cures diabetes permanently.,Instagram reel,10,0,0,0,0,1,1,misinformation
Studies show that Processed foods high in sodium contribute to hypertension.,WHO,11,0,0,0,0,0,0,credible
Research confirms that Herd immunity requires a high percentage of the population to be vaccinated.,Mayo Clinic,15,0,0,0,1,0,0,credible
Physical activity helps regulate blood sugar in people with type 2 diabetes.,WebMD,12,1,0,0,0,0,0,credible
BREAKING: Cardiac arrest can be cured at home using only cold water splashes on the face.,Email chain,16,0,0,0,0,1,1,misinformation
Share before deleted: Anger has no relationship with heart attack risk.,Telegram channel,11,0,0,0,0,0,1,misinformation
Secret cure: Bitter melon juice is more effective than metformin for controlling blood sugar.,Instagram reel,14,0,0,0,0,2,1,misinformation
Scientists suppressed this: High cholesterol is a myth invented by pharmaceutical companies.,Telegram channel,12,0,0,0,0,1,1,misinformation
Scientists suppressed this: Insulin therapy causes obesity and makes diabetes worse in the long run.,TikTok video,15,0,0,0,0,1,1,misinformation
Studies show that Fiber from whole grains and vegetables supports digestive health.,CDC,12,0,0,0,0,0,0,credible
Health experts state that Adults should aim for at least 150 minutes of moderate aerobic activity per week.,WebMD,18,1,0,0,1,0,0,credible
Doctors don't want you to know that Bitter melon juice is more effective than metformin for controlling blood sugar.,Facebook post,19,0,0,0,1,0,1,misinformation
Doctors don't want you to know that A coffee enema cures stage 4 cancer more effectively than standard treatment.,WhatsApp message,19,1,0,0,1,1,1,misinformation
Scientists suppressed this: Hepatitis can be cured by a strict vegan diet alone.,WhatsApp message,13,0,0,0,0,2,1,misinformation
Studies show that Tuberculosis is a bacterial infection that primarily affects the lungs.,Mayo Clinic,13,0,0,0,0,0,0,credible
Medical evidence indicates that An EKG measures the electrical activity of the heart.,Lancet,13,0,0,0,1,0,0,credible
Shocking truth: Talking about suicide plants the idea in people's heads and causes it.,Facebook post,14,0,0,0,0,2,1,misinformation
Shocking truth: Stretching before exercise prevents all types of injuries.,Twitter post,10,0,0,0,0,2,1,misinformation
Health experts state that Lifestyle factors like diet and exercise influence cancer risk.,BMJ,13,0,0,0,1,0,0,credible
Doctors don't want you to know that Cannabis oil alone can fully cure all types of cancer.,Anonymous forum,17,0,0,0,1,1,1,misinformation
"Medical evidence indicates that A balanced diet includes fruits, vegetables, whole grains, lean proteins, and healthy fats.",NIH,17,0,0,0,1,0,0,credible
Shocking truth: People with diabetes should fast for 3 days to reset their pancreas.,Blog post,14,1,0,0,0,2,1,misinformation
Health experts state that Statins are medications used to lower LDL cholesterol and reduce cardiovascular risk.,CDC,16,0,0,0,1,0,0,credible
Clinical trials show that HbA1c tests measure average blood sugar levels over the past 2-3 months.,NEJM,16,1,0,0,2,0,0,credible
Shocking truth: All artificial sweeteners cause cancer and brain damage.,TikTok video,10,0,0,0,0,2,1,misinformation
"Obesity increases risk of diabetes, heart disease, and certain cancers.",BMJ,10,0,0,0,0,0,0,credible
You can lose 10 kg in one week by following this special detox plan.,Anonymous forum,14,1,0,0,0,1,1,misinformation
Clinical trials show that Type 1 diabetes is an autoimmune condition where the pancreas produces little insulin.,NIH,17,1,0,0,2,0,0,credible
